Year	Month	DayofMonth	DayOfWeek	DepTime	CRSDepTime	ArrTime	CRSArrTime	UniqueCarrier	FlightNum	TailNum	ActualElapsedTime	CRSElapsedTime	AirTime	ArrDelay	DepDelay	Origin	Dest	Distance	TaxiIn	TaxiOut	Cancelled	Diverted	OrigAirport	OrigCity	OrigState	OrigLat	OrigLong	DestAirport	DestCity	DestState	DestLat	DestLong
2002	5	31	5	1724	1725	2104	2001	NW	430	N523US	220	156	165	63	-1	DTW	MCO	957	5	50	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	1	3	1127	1131	1325	1305	NW	431	N350NA	178	154	157	20	-4	MSP	ABQ	981	4	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	2	4	1130	1131	1309	1305	NW	431	N337NW	159	154	143	4	-1	MSP	ABQ	981	2	14	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	3	5	1129	1131	1315	1305	NW	431	N365NW	166	154	140	10	-2	MSP	ABQ	981	4	22	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	4	6	1130	1131	1308	1305	NW	431	N331NW	158	154	139	3	-1	MSP	ABQ	981	5	14	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	5	7	1129	1131	1312	1305	NW	431	N325NB	163	154	140	7	-2	MSP	ABQ	981	3	20	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	6	1	1128	1131	1301	1305	NW	431	N363NW	153	154	141	-4	-3	MSP	ABQ	981	4	8	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	7	2	1126	1131	1300	1305	NW	431	N359NW	154	154	131	-5	-5	MSP	ABQ	981	4	19	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	8	3	1129	1131	1321	1305	NW	431	N348NW	172	154	141	16	-2	MSP	ABQ	981	4	27	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	9	4	1149	1131	1340	1305	NW	431	N351NW	171	154	143	35	18	MSP	ABQ	981	5	23	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	10	5	1131	1131	1315	1305	NW	431	N351NW	164	154	146	10	0	MSP	ABQ	981	7	11	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	11	6	1129	1131	1324	1305	NW	431	N348NW	175	154	147	19	-2	MSP	ABQ	981	4	24	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	12	7	1136	1131	1313	1305	NW	431	N326NB	157	154	141	8	5	MSP	ABQ	981	4	12	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	13	1	1219	1131	1342	1305	NW	431	N336NW	143	154	130	37	48	MSP	ABQ	981	6	7	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	14	2	1141	1131	1316	1305	NW	431	N353NW	155	154	132	11	10	MSP	ABQ	981	5	18	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	15	3	1127	1131	1304	1305	NW	431	N334NW	157	154	134	-1	-4	MSP	ABQ	981	3	20	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	16	4	1129	1131	1327	1305	NW	431	N344NW	178	154	138	22	-2	MSP	ABQ	981	4	36	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	17	5	1132	1131	1255	1305	NW	431	N356NW	143	154	127	-10	1	MSP	ABQ	981	6	10	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	18	6	1128	1131	1254	1305	NW	431	N348NW	146	154	128	-11	-3	MSP	ABQ	981	6	12	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	19	7	1129	1131	1322	1305	NW	431	N312NB	173	154	128	17	-2	MSP	ABQ	981	6	39	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	20	1	1129	1131	1251	1305	NW	431	N351NW	142	154	124	-14	-2	MSP	ABQ	981	4	14	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	21	2	1139	1131	1315	1305	NW	431	N346NW	156	154	134	10	8	MSP	ABQ	981	5	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	22	3	1134	1131	1331	1305	NW	431	N362NW	177	154	148	26	3	MSP	ABQ	981	4	25	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	23	4	1131	1131	1312	1305	NW	431	N338NW	161	154	144	7	0	MSP	ABQ	981	4	13	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	24	5	1131	1131	1321	1305	NW	431	N338NW	170	154	148	16	0	MSP	ABQ	981	5	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	25	6	1125	1131	1310	1305	NW	431	N338NW	165	154	135	5	-6	MSP	ABQ	981	6	24	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	26	7	1132	1131	1308	1305	NW	431	N332NB	156	154	138	3	1	MSP	ABQ	981	5	13	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	27	1	1126	1131	1258	1305	NW	431	N338NW	152	154	130	-7	-5	MSP	ABQ	981	5	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	28	2	1130	1131	1255	1305	NW	431	N357NW	145	154	127	-10	-1	MSP	ABQ	981	5	13	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	29	3	1133	1131	1256	1305	NW	431	N342NW	143	154	119	-9	2	MSP	ABQ	981	7	17	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	30	4	1126	1131	1246	1305	NW	431	N365NW	140	154	121	-19	-5	MSP	ABQ	981	4	15	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	31	5	1133	1131	1311	1305	NW	431	N356NW	158	154	129	6	2	MSP	ABQ	981	9	20	0	0	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225	Albuquerque International	Albuquerque	NM	35.04022222	-106.6091944
2002	5	1	3	737	740	1001	957	NW	431	N371NW	204	197	185	4	-3	TPA	MSP	1307	5	14	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	2	4	733	740	948	957	NW	431	N337NW	195	197	179	-9	-7	TPA	MSP	1307	4	12	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	3	5	821	740	1039	957	NW	431	N365NW	198	197	186	42	41	TPA	MSP	1307	3	9	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	4	6	732	740	939	957	NW	431	N340NW	187	197	172	-18	-8	TPA	MSP	1307	6	9	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	5	7	738	740	952	957	NW	431	N334NW	194	197	181	-5	-2	TPA	MSP	1307	3	10	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	6	1	740	740	1004	957	NW	431	N363NW	204	197	182	7	0	TPA	MSP	1307	11	11	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	7	2	733	740	951	957	NW	431	N346NW	198	197	180	-6	-7	TPA	MSP	1307	5	13	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	8	3	734	740	950	957	NW	431	N348NW	196	197	183	-7	-6	TPA	MSP	1307	2	11	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	9	4	738	740	953	957	NW	431	N351NW	195	197	171	-4	-2	TPA	MSP	1307	12	12	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	10	5	738	740	1003	957	NW	431	N351NW	205	197	185	6	-2	TPA	MSP	1307	8	12	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	11	6	738	740	1007	957	NW	431	N348NW	209	197	183	10	-2	TPA	MSP	1307	10	16	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	12	7	736	740	944	957	NW	431	N367NW	188	197	171	-13	-4	TPA	MSP	1307	4	13	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	13	1	735	740	956	957	NW	431	N356NW	201	197	185	-1	-5	TPA	MSP	1307	6	10	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	14	2	733	740	957	957	NW	431	N353NW	204	197	187	0	-7	TPA	MSP	1307	5	12	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	15	3	737	740	952	957	NW	431	N334NW	195	197	177	-5	-3	TPA	MSP	1307	6	12	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	16	4	738	740	945	957	NW	431	N303US	187	197	173	-12	-2	TPA	MSP	1307	6	8	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	17	5	739	740	959	957	NW	431	N319US	200	197	181	2	-1	TPA	MSP	1307	6	13	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	18	6	752	740	1006	957	NW	431	N348NW	194	197	177	9	12	TPA	MSP	1307	5	12	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	19	7	739	740	956	957	NW	431	N338NW	197	197	178	-1	-1	TPA	MSP	1307	6	13	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	20	1	745	740	1009	957	NW	431	N351NW	204	197	192	12	5	TPA	MSP	1307	2	10	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	21	2	740	740	1001	957	NW	431	N346NW	201	197	186	4	0	TPA	MSP	1307	4	11	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	22	3	738	740	954	957	NW	431	N360NW	196	197	182	-3	-2	TPA	MSP	1307	4	10	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	23	4	740	740	951	957	NW	431	N338NW	191	197	174	-6	0	TPA	MSP	1307	5	12	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	24	5	738	740	938	957	NW	431	N373NW	180	197	166	-19	-2	TPA	MSP	1307	6	8	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	25	6	746	740	947	957	NW	431	N354NW	181	197	163	-10	6	TPA	MSP	1307	5	13	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	26	7	736	740	938	957	NW	431	N338NW	182	197	170	-19	-4	TPA	MSP	1307	4	8	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	27	1	736	740	944	957	NW	431	N360NW	188	197	170	-13	-4	TPA	MSP	1307	5	13	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	28	2	737	740	941	957	NW	431	N357NW	184	197	170	-16	-3	TPA	MSP	1307	4	10	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	29	3	739	740	948	957	NW	431	N331NW	189	197	173	-9	-1	TPA	MSP	1307	5	11	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	30	4	737	740	939	957	NW	431	N365NW	182	197	166	-18	-3	TPA	MSP	1307	7	9	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	31	5	754	740	1006	957	NW	431	N356NW	192	197	172	9	14	TPA	MSP	1307	4	16	0	0	Tampa International 	Tampa	FL	27.97547222	-82.53325	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	1	3	656	655	921	928	NW	432	N521US	145	153	121	-7	1	DTW	MCO	957	5	19	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	2	4	702	655	938	928	NW	432	N529US	156	153	134	10	7	DTW	MCO	957	6	16	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	3	5	653	655	924	928	NW	432	N548US	151	153	127	-4	-2	DTW	MCO	957	5	19	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	4	6	705	655	925	928	NW	432	N543US	140	153	121	-3	10	DTW	MCO	957	5	14	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	5	7	654	655	913	928	NW	432	N548US	139	153	117	-15	-1	DTW	MCO	957	5	17	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	6	1	655	655	922	928	NW	432	N536US	147	153	121	-6	0	DTW	MCO	957	7	19	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	7	2	650	655	941	928	NW	432	N551NW	171	153	123	13	-5	DTW	MCO	957	5	43	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	8	3	653	655	928	928	NW	432	N533US	155	153	121	0	-2	DTW	MCO	957	6	28	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	9	4	651	655	939	928	NW	432	N555NW	168	153	126	11	-4	DTW	MCO	957	5	37	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	10	5	650	655	929	928	NW	432	N518US	159	153	125	1	-5	DTW	MCO	957	4	30	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	11	6	703	655	924	928	NW	432	N513US	141	153	117	-4	8	DTW	MCO	957	5	19	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	12	7	656	655	928	928	NW	432	N543US	152	153	126	0	1	DTW	MCO	957	6	20	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	13	1	706	655	941	928	NW	432	N535US	155	153	129	13	11	DTW	MCO	957	6	20	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	14	2	649	655	923	928	NW	432	N547US	154	153	117	-5	-6	DTW	MCO	957	7	30	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	15	3	654	655	921	928	NW	432	N538US	147	153	122	-7	-1	DTW	MCO	957	5	20	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	16	4	651	655	919	928	NW	432	N530US	148	153	119	-9	-4	DTW	MCO	957	7	22	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	17	5	652	655	923	928	NW	432	N502US	151	153	126	-5	-3	DTW	MCO	957	7	18	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	18	6	653	655	924	928	NW	432	N511US	151	153	133	-4	-2	DTW	MCO	957	5	13	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	19	7	654	655	931	928	NW	432	N515US	157	153	134	3	-1	DTW	MCO	957	6	17	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	20	1	658	655	943	928	NW	432	N542US	165	153	131	15	3	DTW	MCO	957	10	24	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	21	2	649	655	926	928	NW	432	N527US	157	153	125	-2	-6	DTW	MCO	957	11	21	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	22	3	655	655	922	928	NW	432	N549US	147	153	123	-6	0	DTW	MCO	957	5	19	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	23	4	653	655	918	928	NW	432	N555NW	145	153	123	-10	-2	DTW	MCO	957	5	17	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	24	5	653	655	928	928	NW	432	N542US	155	153	123	0	-2	DTW	MCO	957	6	26	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	25	6	652	655	929	928	NW	432	N504US	157	153	133	1	-3	DTW	MCO	957	5	19	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	26	7	652	655	930	928	NW	432	N541US	158	153	133	2	-3	DTW	MCO	957	5	20	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	27	1	744	655	1010	928	NW	432	N543US	146	153	126	42	49	DTW	MCO	957	7	13	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	28	2	650	655	926	928	NW	432	N548US	156	153	130	-2	-5	DTW	MCO	957	8	18	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	29	3	923	655	1211	928	NW	432	N508US	168	153	134	163	148	DTW	MCO	957	6	28	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	30	4	655	655	926	928	NW	432	N552NW	151	153	129	-2	0	DTW	MCO	957	5	17	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	31	5	655	655	918	928	NW	432	N540US	143	153	118	-10	0	DTW	MCO	957	5	20	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	Orlando International	Orlando	FL	28.42888889	-81.31602778
2002	5	1	3	810	815	1109	1054	NW	433	N526US	179	159	153	15	-5	MCO	DTW	957	7	19	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	2	4	809	815	1109	1054	NW	433	N534US	180	159	155	15	-6	MCO	DTW	957	10	15	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	3	5	1034	815	1302	1054	NW	433	N502US	148	159	132	128	139	MCO	DTW	957	4	12	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	4	6	810	815	1053	1054	NW	433	N526US	163	159	138	-1	-5	MCO	DTW	957	10	15	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	5	7	811	815	1107	1054	NW	433	N555NW	176	159	154	13	-4	MCO	DTW	957	6	16	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	6	1	808	815	1049	1054	NW	433	N541US	161	159	134	-5	-7	MCO	DTW	957	9	18	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	7	2	809	815	1120	1054	NW	433	N533US	191	159	158	26	-6	MCO	DTW	957	10	23	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	8	3	807	815	1051	1054	NW	433	N521US	164	159	132	-3	-8	MCO	DTW	957	10	22	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	9	4	809	815	1053	1054	NW	433	N526US	164	159	136	-1	-6	MCO	DTW	957	8	20	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	10	5	807	815	1041	1054	NW	433	N538US	154	159	129	-13	-8	MCO	DTW	957	11	14	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	11	6	805	815	1048	1054	NW	433	N529US	163	159	135	-6	-10	MCO	DTW	957	9	19	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	12	7	906	815	1312	1054	NW	433	N520US	246	159	220	138	51	MCO	DTW	957	11	15	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	13	1	806	815	1035	1054	NW	433	N501US	149	159	126	-19	-9	MCO	DTW	957	8	15	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	14	2	811	815	1051	1054	NW	433	N522US	160	159	135	-3	-4	MCO	DTW	957	11	14	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	15	3	808	815	1045	1054	NW	433	N506US	157	159	133	-9	-7	MCO	DTW	957	9	15	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	16	4	808	815	1054	1054	NW	433	N539US	166	159	137	0	-7	MCO	DTW	957	10	19	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	17	5	807	815	1036	1054	NW	433	N538US	149	159	126	-18	-8	MCO	DTW	957	9	14	0	0	Orlando International	Orlando	FL	28.42888889	-81.31602778	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
